Strain_ID,genome_id,antibiotic,resistant_phenotype,measurement,measurement_unit,laboratory_typing_method
GCF_900776085.1,573.26276,ceftriaxone,Resistant,,,Broth dilution
GCF_900775665.1,573.26234,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775805.1,573.26248,amikacin,Intermediate,,,Broth dilution
GCF_900776305.1,573.26298,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900776055.1,573.26273,cefepime,Resistant,,,Broth dilution
GCF_900776145.1,573.26282,ertapenem,Susceptible,,,Broth dilution
GCF_900775925.1,573.26260,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775605.1,573.26226,amikacin,Susceptible,,,Broth dilution
GCF_900776195.1,573.26287,aztreonam,Susceptible,,,Broth dilution
GCF_900775955.1,573.26263,ampicillin,Resistant,,,Broth dilution
GCF_900775795.1,573.26247,cefazolin,Susceptible,,,Broth dilution
GCF_900776435.1,573.26311,aztreonam,Resistant,,,Broth dilution
GCF_900776335.1,573.26301,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900776195.1,573.26287,amikacin,Susceptible,,,Broth dilution
GCF_900776085.1,573.26276,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900775815.1,573.26249,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776225.1,573.26290,cefazolin,Susceptible,,,Broth dilution
GCF_900775785.1,573.26246,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775585.1,573.26224,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,ceftazidime,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775605.1,573.26226,ampicillin,Resistant,,,Broth dilution
GCF_900776215.1,573.26289,cefazolin,Susceptible,,,Broth dilution
GCF_900775805.1,573.26248,aztreonam,Resistant,,,Broth dilution
GCF_900776085.1,573.26276,meropenem,Susceptible,,,Broth dilution
GCF_900775915.1,573.26259,aztreonam,Susceptible,,,Broth dilution
GCF_900775895.1,573.26257,ceftazidime,Resistant,,,Broth dilution
GCF_900775815.1,573.26249,cefazolin,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,ampicillin,Resistant,,,Broth dilution
GCF_900775825.1,573.26250,cefepime,Resistant,,,Broth dilution
GCF_900776215.1,573.26289,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775805.1,573.26248,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900775795.1,573.26247,gentamicin,Susceptible,,,Broth dilution
GCF_900775855.1,573.26253,tigecycline,Susceptible,,,Broth dilution
GCF_900776305.1,573.26298,amikacin,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,ampicillin,Resistant,,,Broth dilution
GCF_900776445.1,573.26312,cefazolin,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,ciprofloxacin,Resistant,,,Broth dilution
GCF_900776195.1,573.26287,ceftazidime,Susceptible,,,Broth dilution
GCF_900775585.1,573.26224,cefepime,Susceptible,,,Broth dilution
GCF_900775825.1,573.26250,meropenem,Susceptible,,,Broth dilution
GCF_900776195.1,573.26287,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,cefazolin,Susceptible,,,Broth dilution
GCF_900776215.1,573.26289,cefepime,Susceptible,,,Broth dilution
GCF_900775665.1,573.26234,tigecycline,Susceptible,,,Broth dilution
GCF_900776435.1,573.26311,ertapenem,Susceptible,,,Broth dilution
GCF_900775605.1,573.26226,cefazolin,Susceptible,,,Broth dilution
GCF_900776445.1,573.26312,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775665.1,573.26234,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,ertapenem,Susceptible,,,Broth dilution
GCF_900776145.1,573.26282,ceftriaxone,Susceptible,,,Broth dilution
GCF_900776335.1,573.26301,ertapenem,Susceptible,,,Broth dilution
GCF_900775775.1,573.26245,tigecycline,Susceptible,,,Broth dilution
GCF_900776055.1,573.26273,cefazolin,Resistant,,,Broth dilution
GCF_900775955.1,573.26263,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900775665.1,573.26234,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900775605.1,573.26226,ertapenem,Susceptible,,,Broth dilution
GCF_900776305.1,573.26298,cefazolin,Resistant,,,Broth dilution
GCF_900775815.1,573.26249,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775815.1,573.26249,ceftazidime,Susceptible,,,Broth dilution
GCF_900776435.1,573.26311,cefepime,Resistant,,,Broth dilution
GCF_900776335.1,573.26301,amikacin,Susceptible,,,Broth dilution
GCF_900776085.1,573.26276,cefazolin,Resistant,,,Broth dilution
GCF_900775855.1,573.26253,amikacin,Susceptible,,,Broth dilution
GCF_900776445.1,573.26312,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900776335.1,573.26301,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775775.1,573.26245,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775925.1,573.26260,meropenem,Susceptible,,,Broth dilution
GCF_900776055.1,573.26273,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900775565.1,573.26222,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900776225.1,573.26290,ceftazidime,Susceptible,,,Broth dilution
GCF_900775785.1,573.26246,aztreonam,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,aztreonam,Resistant,,,Broth dilution
GCF_900775605.1,573.26226,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900776305.1,573.26298,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775815.1,573.26249,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900775785.1,573.26246,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900775665.1,573.26234,amikacin,Susceptible,,,Broth dilution
GCF_900775955.1,573.26263,ertapenem,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,ceftazidime,Resistant,,,Broth dilution
GCF_900776435.1,573.26311,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900775955.1,573.26263,tigecycline,Intermediate,,,Broth dilution
GCF_900776215.1,573.26289,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900776195.1,573.26287,ampicillin,Resistant,,,Broth dilution
GCF_900775895.1,573.26257,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775925.1,573.26260,gentamicin,Susceptible,,,Broth dilution
GCF_900775895.1,573.26257,ampicillin,Resistant,,,Broth dilution
GCF_900775925.1,573.26260,aztreonam,Resistant,,,Broth dilution
GCF_900776145.1,573.26282,ampicillin,Resistant,,,Broth dilution
GCF_900776085.1,573.26276,ceftazidime,Resistant,,,Broth dilution
GCF_900775995.1,573.26267,ceftazidime,Susceptible,,,Broth dilution
GCF_900775995.1,573.26267,ertapenem,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775925.1,573.26260,amikacin,Susceptible,,,Broth dilution
GCF_900775605.1,573.26226,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900776085.1,573.26276,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900775665.1,573.26234,ampicillin,Resistant,,,Broth dilution
GCF_900776435.1,573.26311,ciprofloxacin,Resistant,,,Broth dilution
GCF_900776085.1,573.26276,tigecycline,Susceptible,,,Broth dilution
GCF_900776445.1,573.26312,cefepime,Susceptible,,,Broth dilution
GCF_900776215.1,573.26289,ceftazidime,Susceptible,,,Broth dilution
GCF_900775895.1,573.26257,meropenem,Susceptible,,,Broth dilution
GCF_900775925.1,573.26260,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776515.1,573.26319,tigecycline,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,ampicillin,Resistant,,,Broth dilution
GCF_900775955.1,573.26263,amikacin,Susceptible,,,Broth dilution
GCF_900776445.1,573.26312,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900776055.1,573.26273,aztreonam,Resistant,,,Broth dilution
GCF_900775855.1,573.26253,ampicillin,Resistant,,,Broth dilution
GCF_900776255.1,573.26293,meropenem,Susceptible,,,Broth dilution
GCF_900775915.1,573.26259,cefazolin,Susceptible,,,Broth dilution
GCF_900776215.1,573.26289,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775955.1,573.26263,cefazolin,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,cefepime,Susceptible,,,Broth dilution
GCF_900775605.1,573.26226,ceftriaxone,Susceptible,,,Broth dilution
GCF_900776055.1,573.26273,ciprofloxacin,Resistant,,,Broth dilution
GCF_900776255.1,573.26293,cefazolin,Resistant,,,Broth dilution
GCF_900775925.1,573.26260,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900776245.1,573.26292,tigecycline,Susceptible,,,Broth dilution
GCF_900776515.1,573.26319,meropenem,Susceptible,,,Broth dilution
GCF_900776255.1,573.26293,cefepime,Resistant,,,Broth dilution
GCF_900776215.1,573.26289,meropenem,Susceptible,,,Broth dilution
GCF_900776175.1,573.26285,ceftazidime,Susceptible,,,Broth dilution
GCF_900775585.1,573.26224,meropenem,Susceptible,,,Broth dilution
GCF_900775805.1,573.26248,meropenem,Susceptible,,,Broth dilution
GCF_900775855.1,573.26253,cefepime,Resistant,,,Broth dilution
GCF_900775585.1,573.26224,tigecycline,Susceptible,,,Broth dilution
GCF_900775915.1,573.26259,amikacin,Susceptible,,,Broth dilution
GCF_900775605.1,573.26226,cefepime,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,tigecycline,Susceptible,,,Broth dilution
GCF_900776435.1,573.26311,tigecycline,Susceptible,,,Broth dilution
GCF_900775855.1,573.26253,ceftriaxone,Resistant,,,Broth dilution
GCF_900775605.1,573.26226,aztreonam,Susceptible,,,Broth dilution
GCF_900775825.1,573.26250,cefazolin,Resistant,,,Broth dilution
GCF_900775895.1,573.26257,aztreonam,Resistant,,,Broth dilution
GCF_900775785.1,573.26246,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775815.1,573.26249,cefepime,Susceptible,,,Broth dilution
GCF_900776515.1,573.26319,trimethoprim/sulfobactam,Resistant,,,Broth dilution
GCF_900776085.1,573.26276,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900776085.1,573.26276,ertapenem,Susceptible,,,Broth dilution
GCF_900775895.1,573.26257,cefazolin,Resistant,,,Broth dilution
GCF_900776515.1,573.26319,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900775955.1,573.26263,cefepime,Susceptible,,,Broth dilution
GCF_900775795.1,573.26247,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775815.1,573.26249,ertapenem,Susceptible,,,Broth dilution
GCF_900776055.1,573.26273,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900775955.1,573.26263,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775785.1,573.26246,amikacin,Susceptible,,,Broth dilution
GCF_900776305.1,573.26298,aztreonam,Resistant,,,Broth dilution
GCF_900775805.1,573.26248,cefazolin,Resistant,,,Broth dilution
GCF_900776315.1,573.26299,tigecycline,Susceptible,,,Broth dilution
GCF_900776435.1,573.26311,meropenem,Susceptible,,,Broth dilution
GCF_900775955.1,573.26263,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900775775.1,573.26245,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775805.1,573.26248,piperacillin/tazobactam,Resistant,,,Broth dilution
GCF_900775955.1,573.26263,gentamicin,Susceptible,,,Broth dilution
GCF_900775665.1,573.26234,ceftriaxone,Susceptible,,,Broth dilution
GCF_900776435.1,573.26311,amikacin,Susceptible,,,Broth dilution
GCF_900775665.1,573.26234,aztreonam,Susceptible,,,Broth dilution
GCF_900775925.1,573.26260,tigecycline,Susceptible,,,Broth dilution
GCF_900775895.1,573.26257,tigecycline,Susceptible,,,Broth dilution
GCF_900775585.1,573.26224,ceftazidime,Susceptible,,,Broth dilution
GCF_900776335.1,573.26301,meropenem,Susceptible,,,Broth dilution
GCF_900775665.1,573.26234,gentamicin,Resistant,,,Broth dilution
GCF_900775815.1,573.26249,amikacin,Susceptible,,,Broth dilution
GCF_900776335.1,573.26301,tigecycline,Susceptible,,,Broth dilution
GCF_900776145.1,573.26282,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900775585.1,573.26224,aztreonam,Susceptible,,,Broth dilution
GCF_900776195.1,573.26287,nitrofurantoin,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,ceftazidime,Resistant,,,Broth dilution
GCF_900776245.1,573.26292,nitrofurantoin,Resistant,,,Broth dilution
GCF_900776435.1,573.26311,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900776225.1,573.26290,cefepime,Susceptible,,,Broth dilution
GCF_900776195.1,573.26287,ceftriaxone,Susceptible,,,Broth dilution
GCF_900775825.1,573.26250,aztreonam,Resistant,,,Broth dilution
GCF_900775995.1,573.26267,nitrofurantoin,Intermediate,,,Broth dilution
GCF_900775915.1,573.26259,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900776225.1,573.26290,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900776215.1,573.26289,aztreonam,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,meropenem,Susceptible,,,Broth dilution
GCF_900775825.1,573.26250,ertapenem,Susceptible,,,Broth dilution
GCF_900775775.1,573.26245,ertapenem,Susceptible,,,Broth dilution
GCF_900776445.1,573.26312,amikacin,Susceptible,,,Broth dilution
GCF_900776175.1,573.26285,amikacin,Susceptible,,,Broth dilution
GCF_900776445.1,573.26312,aztreonam,Susceptible,,,Broth dilution
GCF_900776315.1,573.26299,ceftazidime,Resistant,,,Broth dilution
GCF_900775805.1,573.26248,cefepime,Resistant,,,Broth dilution
GCF_900775815.1,573.26249,gentamicin,Susceptible,,,Broth dilution
GCF_900775815.1,573.26249,meropenem,Susceptible,,,Broth dilution
GCF_900776225.1,573.26290,amikacin,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,ceftriaxone,Resistant,,,Broth dilution
GCF_900775925.1,573.26260,ertapenem,Susceptible,,,Broth dilution
GCF_900775805.1,573.26248,ertapenem,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,ampicillin,Resistant,,,Broth dilution
GCF_900776055.1,573.26273,ceftriaxone,Resistant,,,Broth dilution
GCF_900776225.1,573.26290,ceftriaxone,Susceptible,,,Broth dilution
GCF_900776515.1,573.26319,ampicillin/sulbactam,Resistant,,,Broth dilution
GCF_900776225.1,573.26290,piperacillin/tazobactam,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,ertapenem,Susceptible,,,Broth dilution
GCF_900776145.1,573.26282,gentamicin,Susceptible,,,Broth dilution
GCF_900776055.1,573.26273,amikacin,Susceptible,,,Broth dilution
GCF_900776195.1,573.26287,cefazolin,Susceptible,,,Broth dilution
GCF_900775585.1,573.26224,trimethoprim/sulfobactam,Susceptible,,,Broth dilution
GCF_900776225.1,573.26290,ertapenem,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776315.1,573.26299,cefepime,Resistant,,,Broth dilution
GCF_900775915.1,573.26259,meropenem,Susceptible,,,Broth dilution
GCF_900776445.1,573.26312,ampicillin,Resistant,,,Broth dilution
GCF_900775995.1,573.26267,ciprofloxacin,Susceptible,,,Broth dilution
GCF_900776175.1,573.26285,gentamicin,Susceptible,,,Broth dilution
GCF_900776245.1,573.26292,aztreonam,Resistant,,,Broth dilution
GCF_900775565.1,573.26222,cefepime,Susceptible,,,Broth dilution
GCF_900775565.1,573.26222,ampicillin/sulbactam,Susceptible,,,Broth dilution
GCF_900775775.1,573.26245,aztreonam,Susceptible,,,Broth dilution
GCF_900775805.1,573.26248,ampicillin,Resistant,,,Broth dilution
GCF_900775775.1,573.26245,ciprofloxacin,Susceptible,,,Broth dilution
GCF_902506815.1,573.29596,colistin,Susceptible,0.256,mg/L,Agar dilution
GCF_902506915.1,573.29605,colistin,Susceptible,0.25,mg/L,Agar dilution
GCF_902507155.1,573.29630,colistin,Resistant,128,mg/L,Agar dilution
GCF_902704295.1,573.29921,chloramphenicol,Susceptible,<=8,mg/L,Broth dilution
GCF_902705025.1,573.29995,amikacin,Susceptible,<=4,mg/L,Broth dilution
GCF_902705025.1,573.29995,ceftazidime/avibactam,Susceptible,<=1/4,mg/L,Broth dilution
GCF_902704635.1,573.29956,colistin,Susceptible,<=1,mg/L,Broth dilution
GCF_902704645.1,573.29958,meropenem,Resistant,32,mg/L,Broth dilution
GCF_902704295.1,573.29921,imipenem,Resistant,8,mg/L,Broth dilution
GCF_902705025.1,573.29995,colistin,Susceptible,<=1,mg/L,Broth dilution
GCF_902704295.1,573.29921,tigecycline,Susceptible,0.5,mg/L,Broth dilution
GCF_902705025.1,573.29995,gentamicin,Susceptible,<=1,mg/L,Broth dilution
GCF_902704635.1,573.29956,amikacin,Susceptible,<=4,mg/L,Broth dilution
GCF_902703855.1,573.29878,meropenem,Resistant,64,mg/L,Broth dilution
GCF_902705025.1,573.29995,ertapenem,Resistant,>1,mg/L,Broth dilution
GCF_902704295.1,573.29921,amikacin,Susceptible,<=4,mg/L,Broth dilution
GCF_902703695.1,573.29868,meropenem,Resistant,128,mg/L,Broth dilution
GCF_902703855.1,573.29878,gentamicin,Resistant,>4,mg/L,Broth dilution
GCF_902703695.1,573.29868,trimethoprim/sulfamethoxazole,Susceptible,<=1/19,mg/L,Broth dilution
GCF_902703695.1,573.29868,colistin,Susceptible,<=1,mg/L,Broth dilution
GCF_902703695.1,573.29868,amikacin,Resistant,>32,mg/L,Broth dilution
GCF_902703655.1,573.29865,fosfomycin,Susceptible,,,Broth dilution
GCF_902704295.1,573.29921,ceftazidime/avibactam,Susceptible,<=1/4,mg/L,Broth dilution
GCF_902703855.1,573.29878,tigecycline,Susceptible,0.5,mg/L,Broth dilution
GCF_902703695.1,573.29868,chloramphenicol,Resistant,16,mg/L,Broth dilution
GCF_902703655.1,573.29865,trimethoprim/sulfamethoxazole,Resistant,>4/76,mg/L,Broth dilution
GCF_902704635.1,573.29956,ciprofloxacin,Resistant,2,mg/L,Broth dilution
GCF_902705025.1,573.29995,imipenem,Resistant,8,mg/L,Broth dilution
GCF_902705025.1,573.29995,meropenem,Intermediate,8,mg/L,Broth dilution
GCF_902703855.1,573.29878,colistin,Susceptible,<=1,mg/L,Broth dilution
GCF_902703855.1,573.29878,chloramphenicol,Resistant,>16,mg/L,Broth dilution
GCF_902703655.1,573.29865,ceftazidime/avibactam,Susceptible,<=1/4,mg/L,Broth dilution
GCF_902704635.1,573.29956,ceftazidime/avibactam,Resistant,>16/4,mg/L,Broth dilution
GCF_902704635.1,573.29956,trimethoprim/sulfamethoxazole,Resistant,>4/76,mg/L,Broth dilution
GCF_902704635.1,573.29956,chloramphenicol,Susceptible,<=8,mg/L,Broth dilution
GCF_902703695.1,573.29868,imipenem,Resistant,>8,mg/L,Broth dilution
GCF_902703855.1,573.29878,imipenem,Resistant,>8,mg/L,Broth dilution
GCF_902704295.1,573.29921,gentamicin,Susceptible,<=1,mg/L,Broth dilution
GCF_902704295.1,573.29921,ciprofloxacin,Intermediate,0.5,mg/L,Broth dilution
GCF_902703695.1,573.29868,ceftazidime/avibactam,Susceptible,<=1/4,mg/L,Broth dilution
GCF_902703655.1,573.29865,tigecycline,Susceptible,0.5,mg/L,Broth dilution
GCF_902705025.1,573.29995,chloramphenicol,Susceptible,<=8,mg/L,Broth dilution
GCF_902704645.1,573.29958,colistin,Resistant,>8,mg/L,Broth dilution
GCF_902703855.1,573.29878,ciprofloxacin,Resistant,>2,mg/L,Broth dilution
GCF_902704645.1,573.29958,ceftazidime/avibactam,Susceptible,<=1/4,mg/L,Broth dilution
GCF_902703855.1,573.29878,amikacin,Susceptible,<=4,mg/L,Broth dilution
GCF_902704645.1,573.29958,tigecycline,Susceptible,0.5,mg/L,Broth dilution
GCF_902703855.1,573.29878,ceftazidime/avibactam,Susceptible,<=1/4,mg/L,Broth dilution
GCF_902704635.1,573.29956,gentamicin,Susceptible,<=1,mg/L,Broth dilution
GCF_902703655.1,573.29865,imipenem,Resistant,>8,mg/L,Broth dilution
GCF_902704645.1,573.29958,trimethoprim/sulfamethoxazole,Resistant,>4/76,mg/L,Broth dilution
GCF_902704635.1,573.29956,tigecycline,Susceptible,0.5,mg/L,Broth dilution
GCF_902704645.1,573.29958,gentamicin,Susceptible,<=1,mg/L,Broth dilution
GCF_902703695.1,573.29868,tigecycline,Susceptible,0.5,mg/L,Broth dilution
GCF_902704635.1,573.29956,meropenem,Intermediate,4,mg/L,Broth dilution
GCF_902703655.1,573.29865,ertapenem,Resistant,>1,mg/L,Broth dilution
GCF_902704295.1,573.29921,trimethoprim/sulfamethoxazole,Susceptible,<=1/19,mg/L,Broth dilution
GCF_902704295.1,573.29921,ertapenem,Resistant,>1,mg/L,Broth dilution
GCF_902704645.1,573.29958,ertapenem,Resistant,>1,mg/L,Broth dilution
GCF_902703655.1,573.29865,colistin,Susceptible,<=1,mg/L,Broth dilution
GCF_902704635.1,573.29956,imipenem,Susceptible,<=1,mg/L,Broth dilution
GCF_902705025.1,573.29995,fosfomycin,Susceptible,,,Broth dilution
GCF_902704645.1,573.29958,amikacin,Susceptible,<=4,mg/L,Broth dilution
GCF_902703855.1,573.29878,trimethoprim/sulfamethoxazole,Susceptible,2/38,mg/L,Broth dilution
GCF_902704295.1,573.29921,colistin,Susceptible,<=1,mg/L,Broth dilution
GCF_902703695.1,573.29868,fosfomycin,Susceptible,,,Broth dilution
GCF_902705025.1,573.29995,ciprofloxacin,Susceptible,<=0,,Broth dilution
GCF_902703695.1,573.29868,ciprofloxacin,Resistant,>2,mg/L,Broth dilution
GCF_902703655.1,573.29865,gentamicin,Susceptible,<=1,mg/L,Broth dilution
GCF_902703655.1,573.29865,ciprofloxacin,Resistant,>2,mg/L,Broth dilution
GCF_902704295.1,573.29921,meropenem,Resistant,16,mg/L,Broth dilution
GCF_902703695.1,573.29868,gentamicin,Resistant,>4,mg/L,Broth dilution
GCF_902703855.1,573.29878,fosfomycin,Susceptible,,,Broth dilution
GCF_902703655.1,573.29865,chloramphenicol,Susceptible,<=8,mg/L,Broth dilution
GCF_902704645.1,573.29958,chloramphenicol,Susceptible,<=8,mg/L,Broth dilution
GCF_902704645.1,573.29958,ciprofloxacin,Resistant,>2,mg/L,Broth dilution
GCF_902704645.1,573.29958,fosfomycin,Susceptible,,,Broth dilution
GCF_902704635.1,573.29956,fosfomycin,Susceptible,,,Broth dilution
GCF_902705025.1,573.29995,trimethoprim/sulfamethoxazole,Susceptible,<=1/19,mg/L,Broth dilution
GCF_902704645.1,573.29958,imipenem,Resistant,>8,mg/L,Broth dilution
GCF_902704295.1,573.29921,fosfomycin,Susceptible,,,Broth dilution
GCF_902705025.1,573.29995,tigecycline,Susceptible,<=0,,Broth dilution
GCF_902703855.1,573.29878,ertapenem,Resistant,>1,mg/L,Broth dilution
GCF_902703655.1,573.29865,fosfomycin,,8,mg/L,Agar dilution
GCF_902705025.1,573.29995,fosfomycin,,<=4,mg/L,Agar dilution
GCF_902703695.1,573.29868,fosfomycin,,16,mg/L,Agar dilution
GCF_902704645.1,573.29958,fosfomycin,,16,mg/L,Agar dilution
GCF_902704635.1,573.29956,fosfomycin,,<=4,mg/L,Agar dilution
GCF_902704635.1,573.29956,ertapenem,,<=1,mg/L,Broth dilution
GCF_902704295.1,573.29921,fosfomycin,,<=4,mg/L,Agar dilution
GCF_902703855.1,573.29878,fosfomycin,,16,mg/L,Agar dilution
GCF_902703655.1,573.29865,amikacin,Resistant,16,mg/L,Broth dilution
GCF_902703695.1,573.29868,ertapenem,Resistant,>1,mg/L,Broth dilution
GCF_902703655.1,573.29865,meropenem,Resistant,128,mg/L,Broth dilution
GCF_903171875.1,573.31885,colistin,,<=0.25,mg/L,MIC
GCF_903171865.1,573.31887,colistin,,<=0.25,mg/L,MIC
GCF_013056105.1,573.31611,ciprofloxacin,,>4,mg/L,Broth dilution
GCF_013056105.1,573.31611,gentamicin,,4,mg/L,Broth dilution
GCF_013056105.1,573.31611,colistin,,8,mg/L,Broth dilution
GCF_013056105.1,573.31611,trimethoprim_sulfonamide,,>320,mg/L,Broth dilution
GCF_013056105.1,573.31611,amikacin,,>64,mg/L,Broth dilution
GCF_013056105.1,573.31611,ertapenem,,>=8,mg/L,Broth dilution
GCF_013056105.1,573.31611,ceftazidime,,>=64,mg/L,Broth dilution
GCF_013056105.1,573.31611,meropenem,,>16,mg/L,Broth dilution
GCF_013056105.1,573.31611,piperacillin/tazobactam,,>=128,mg/L,Broth dilution
GCF_013056105.1,573.31611,cefotaxime,,>=64,mg/L,Broth dilution
GCF_013056105.1,573.31611,cefoxitin,,>=64,mg/L,Broth dilution
GCF_013056105.1,573.31611,tigecycline,,2,mg/L,Broth dilution
GCF_013056105.1,573.31611,amoxicillin/clavulanic acid,,>=32,mg/L,Broth dilution
GCF_013056105.1,573.31611,cefepime,,>=64,mg/L,Broth dilution
GCF_013056105.1,573.31611,imipenem,,>16,mg/L,Broth dilution
GCF_013056105.1,573.31611,ampicillin,,>=32,mg/L,Broth dilution
GCF_013056105.1,573.31611,fosfomycin,,128,mg/L,Broth dilution
GCF_002247885.1,72407.672,ceftriaxone,Resistant,,mm,Disk diffusion
GCF_002248635.1,72407.685,ceftriaxone,Resistant,,mg/L,Agar dilution
GCF_002246835.1,72407.661,ertapenem,Resistant,,mm,Disk diffusion
GCF_002248425.1,72407.677,ceftriaxone,Resistant,,mg/L,Agar dilution
GCF_002248815.1,72407.686,ceftriaxone,Resistant,,mm,Disk diffusion
GCF_002744555.1,72407.732,ceftriaxone,Intermediate,,mm,Disk diffusion
GCF_003010735.1,574.20,aztreonam,Resistant,>64,mg/L,Broth dilution
GCF_003010735.1,574.20,tobramycin,Resistant,==16,mg/L,Broth dilution
GCF_003010735.1,574.20,ceftazidime,Resistant,>128,mg/L,Broth dilution
GCF_003010735.1,574.20,piperacillin/tazobactam,Resistant,>128/4,mg/L,Broth dilution
GCF_003010735.1,574.20,levofloxacin,Resistant,>8,mg/L,Broth dilution
GCF_003010735.1,574.20,trimethoprim/sulfamethoxazole,Resistant,>8/152,mg/L,Broth dilution
GCF_003010735.1,574.20,cefazolin,Resistant,>8,mg/L,Broth dilution
GCF_003010735.1,574.20,polymyxin b,,==0.5,mg/L,Broth dilution
GCF_003010735.1,574.20,cefepime,Resistant,>32,mg/L,Broth dilution
GCF_003010735.1,574.20,colistin,,==0.5,mg/L,Broth dilution
GCF_003010735.1,574.20,cefoxitin,Resistant,>16,mg/L,Broth dilution
GCF_003010735.1,574.20,imipenem,Resistant,>64,mg/L,Broth dilution
GCF_003010735.1,574.20,ampicillin,Resistant,>32,mg/L,Broth dilution
GCF_003010735.1,574.20,meropenem,Resistant,>8,mg/L,Broth dilution
GCF_003010735.1,574.20,ampicillin/sulbactam,Resistant,>32/16,mg/L,Broth dilution
GCF_003010735.1,574.20,tigecycline,Susceptible,==1,mg/L,Broth dilution
GCF_003010735.1,574.20,ceftriaxone,Resistant,>32,mg/L,Broth dilution
GCF_003010735.1,574.20,amoxicillin/clavulanic acid,Resistant,>32/16,mg/L,Broth dilution
GCF_003010735.1,574.20,cefotaxime,Resistant,>64,mg/L,Broth dilution
GCF_003010735.1,574.20,ertapenem,Resistant,>8,mg/L,Broth dilution
