Strain,NewBaps,Genome.Set,Pathogen,Serotype,Source,Year,P__MLSB_Erythromycin,P__MLSB_Tilmicosin,P__MLSB_Tylosin,P__MLSB_Lincomycin,P__Pleuro_Tiamulin,G__MLSB_ermB_M_O,G__MLSB_ermG_M_S,G__MLSB_ermT_M_S,G__MLSB_linB_M_O,G__MLSB_lnuB__M_O,G__MLSB_lnuC_M_O,G__MLSB_mefA_M_O,G__MLSB__msrD_M_O,G__Pleuro_lsaE_M_O,G__Pleuro_vgaF_C_N,P__Fluoro_Enrofloxacin,P__Fluoro_Marbofloxacin,G__Fluoro_GyrA_81_V_O,G__Fluoro_GyrA_85_V_O,G__Fluoro_ParC_79_V_O,P__Tetra_Tetracycline,P__Tetra_Doxycycline,G__Tetra_tet44_M_S,G__Tetra_tetM__M_O,G__Tetra_tetO_M_O,G__Tetra_tetW__M_O,G__Tetra_tet_40_M_O,G__Tetra_tetL_M_O,G__Tetra_tet_O.W.32.O_M_O,G__Tetra_tetM1_M_S,G__Tetra_tetM2__M_S,G__Tetra_tetM3__M_S,G__Tetra_tetO1_M_S,P__Amino_Spectinomycin,G__Amino_ant_4_Ib_M_S,G__Amino_ant_6_Ia_M_O,G__Amino_ant_6_Ib_M_S,G__Amino_ant_9_Ia_M_O,G__Amino_aph_3_IIIa_M_S,G__Amino_ant_1_M_U,G__Amino_aadE1_M_U,G__Amino_aadE2_M_U,P__TMP_Trimethoprim,G__TMP_DHFR_102_V_N,G__TMP_DHFRPromoter_S_N,G__TMP_dfrF_M_S,G__TMP_dfrK_M_S,P__Phen_Florifenicol,G__Phen_cat_M_S,P__Beta_Amoxicillin,P__Beta_Cefquinome,P__Beta_Ceftiofur,P__Beta_Penicillin,G__Beta_PBP2B.hap_V_N,G__Beta_PBP2X.hap_V_N,G__Beta_PBP2X_551_V_N,G__Beta_PBP2X_569_V_O,G__Beta_PBP2X_594.596_V_O,G__Beta_MraY.hap_V_N
LOLA-SS005,5,Lola_UK,SYS-BRAIN,3,Pig,2010,0.03,4,1,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
LOLA-SS006,24,Lola_UK,RESP,4,Pig,2010,0.03,4,1,0.12,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,0.25,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LOLA-SS007,16,Lola_UK,UNKNOWN,(4 partial),Pig,2010,1.4999999999999999E-2,2,0.25,16,64,no,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,4,no,no,no,no,yes,no,no,no,0.25,no,no,no,no,1,no,0.03,0.03,0.5,0.12,yes,yes,no,yes,yes,yes
LOLA-SS008,28,Lola_UK,SYS-OTHER,7,Pig,2010,0.12,4,4,8,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,32,no,no,yes,no,2,no,0.03,8.0000000000000002E-3,0.06,0.12,no,no,no,no,no,no
LOLA-SS009,28,Lola_UK,SYS-BRAIN,7,Pig,2010,0.03,4,1,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LOLA-SS010,4,Lola_UK,SYS-OTHER,14,Pig,2010,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
LOLA-SS011,4,Lola_UK,SYS-BRAIN,14,Pig,2010,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS1,26,Lola_UK,NON-CLINICAL,2,Pig,2010,0.06,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.06,0.03,no,no,no,no,no,no
LSS10,9,Lola_UK,UNKNOWN,NA,Pig,2010,4,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
LSS100,10,Lola_UK,UNKNOWN,15,Pig,2011,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.5,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS11,9,Lola_UK,NON-CLINICAL,31,Pig,2011,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,no,no,no,no,yes,no,no,no,no,32,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,1.4999999999999999E-2,0.12,0.03,yes,no,no,no,no,no
LSS13,13,Lola_UK,RESP,16,Pig,2009,2,128,256,128,32,yes,no,no,yes,no,no,no,no,yes,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,512,no,yes,no,yes,yes,no,no,no,0.5,no,yes,no,no,2,no,0.03,0.06,0.5,0.12,no,no,yes,no,no,no
LSS18,8,Lola_UK,NON-CLINICAL,16,Pig,2010,0.03,4,0.5,0.12,0.25,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS19,16,Lola_UK,UNKNOWN,(4 partial),Pig,2010,32,128,256,128,64,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,no,yes,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.5,yes,no,no,no,2,no,4,0.5,8,4,yes,yes,no,yes,yes,yes
LSS2,10,Lola_UK,UNKNOWN-SYS_DISEASE,15,Pig,2010,32,128,256,128,4,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
LSS20,5,Lola_UK,NON-CLINICAL,4,Pig,2010,1.4999999999999999E-2,4,1,0.12,0.25,no,no,no,no,no,no,no,no,no,no,0.25,1.4999999999999999E-2,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,no,no,no,2,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
LSS21,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,1.4999999999999999E-2,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,32,8,no,no,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
LSS22,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,1.4999999999999999E-2,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,32,8,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
LSS23,21,Lola_UK,NON-CLINICAL,24,Pig,2011,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.25,1.4999999999999999E-2,no,no,no,4,0.06,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,yes,no,no,no,2,no,0.03,8.0000000000000002E-3,1,0.03,yes,yes,yes,no,no,no
LSS24,26,Lola_UK,UNKNOWN-SYS_DISEASE,1/2,Pig,2011,1.4999999999999999E-2,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
LSS25,25,Lola_UK,NON-CLINICAL,1/2,Pig,2011,1.4999999999999999E-2,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,1.4999999999999999E-2,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,2E-3,0.06,0.03,no,no,no,no,no,no
LSS26,26,Lola_UK,UNKNOWN-SYS_DISEASE,1/2,Pig,2011,0.03,4,1,0.25,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS27,9,Lola_UK,NON-CLINICAL,10,Pig,2011,0.03,8,1,8,8,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,2,0.25,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,yes,no,no,no,no,no
LSS28,4,Lola_UK,UNKNOWN,2,Pig,2011,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS29,25,Lola_UK,UNKNOWN-SYS_DISEASE,1/2,Pig,2011,0.03,4,0.5,0.25,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
LSS3,25,Lola_UK,NON-CLINICAL,1/2,Pig,2010,0.06,4,1,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,1.4999999999999999E-2,0.06,0.03,no,no,no,no,no,no
LSS30,9,Lola_UK,NON-CLINICAL,31,Pig,2011,32,128,256,128,4,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,2,no,0.03,0.03,0.5,0.12,no,yes,yes,no,no,yes
LSS31,9,Lola_UK,NON-CLINICAL,24,Pig,2011,0.03,4,1,2,4,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,yes,no,no,no,no,no
LSS32,21,Lola_UK,NON-CLINICAL,24,Pig,2011,32,128,256,128,64,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,128,16,no,no,no,no,yes,no,yes,no,no,no,no,16,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,1,no,0.03,0.06,1,0.25,yes,yes,yes,no,no,yes
LSS33,9,Lola_UK,UNKNOWN-SYS_DISEASE,4,Pig,2011,32,128,256,128,4,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,2,no,0.03,0.03,0.25,0.03,yes,no,no,no,no,no
LSS34,5,Lola_UK,NON-CLINICAL,8,Pig,2011,0.03,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,2,no,0.03,0.06,0.25,0.03,no,no,no,no,no,no
LSS35,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,16,yes,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
LSS36,21,Lola_UK,UNKNOWN-SYS_DISEASE,NA,Pig,2011,32,128,256,128,8,yes,no,no,no,no,no,no,no,no,yes,0.12,0.25,no,no,no,64,16,no,no,no,no,no,no,yes,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,yes,no,no,no,2,no,0.03,0.06,0.5,1,yes,no,yes,no,no,no
LSS37,9,Lola_UK,NON-CLINICAL,24,Pig,2011,0.03,4,0.5,4,4,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,yes,no,no,no,no,no
LSS4,4,Lola_UK,UNKNOWN,2,Pig,2010,0.03,2,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,32,yes,yes,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS40,8,Lola_UK,NON-CLINICAL,6,Pig,2011,0.06,4,1,0.12,0.25,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
LSS41,22,Lola_UK,NON-CLINICAL,21,Pig,2011,32,128,256,128,0.12,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,no,no,no,no,no,no,yes,no,no,8,no,no,no,no,no,no,no,no,0.5,no,no,no,no,2,no,0.03,0.03,0.5,0.12,yes,no,yes,no,no,no
LSS42,13,Lola_UK,NON-CLINICAL,16,Pig,2011,32,128,256,128,1,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.25,yes,no,no,no,2,no,0.03,0.06,1,0.25,yes,no,yes,no,no,no
LSS44,11,Lola_UK,NON-CLINICAL,15,Pig,2011,1.4999999999999999E-2,2,0.5,8,16,no,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,32,8,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.06,yes,no,no,no,1,no,0.03,0.06,0.25,0.03,no,no,no,no,no,no
LSS47,8,Lola_UK,NON-CLINICAL,16,Pig,2011,1.4999999999999999E-2,4,0.5,0.12,0.25,no,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
LSS48,9,Lola_UK,NON-CLINICAL,31,Pig,2011,1.4999999999999999E-2,4,1,8,32,no,no,no,no,no,no,no,no,no,yes,0.5,1.4999999999999999E-2,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,2,no,0.03,0.25,1,0.12,yes,no,yes,no,no,no
LSS49,9,Lola_UK,NON-CLINICAL,NA,Pig,2011,1.4999999999999999E-2,4,1,8,64,no,no,no,no,no,no,no,no,no,yes,0.5,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1,yes,yes,no,no,2,no,0.03,0.06,1,0.06,no,yes,yes,no,no,no
LSS5,4,Lola_UK,UNKNOWN,2,Pig,2010,0.03,2,0.5,2,2,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,32,yes,yes,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
LSS50,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,16,yes,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
LSS51,4,Lola_UK,UNKNOWN-SYS_DISEASE,2,Pig,2011,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
LSS52,21,Lola_UK,UNKNOWN-SYS_DISEASE,19,Pig,2011,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.12,1.4999999999999999E-2,no,no,no,64,16,no,no,yes,yes,no,no,no,no,no,no,no,8,no,no,no,no,yes,no,no,no,0.5,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.25,0.5,yes,no,yes,no,no,no
LSS53,22,Lola_UK,NON-CLINICAL,21,Pig,2011,32,128,256,128,0.5,yes,no,no,no,no,no,no,no,no,no,0.5,1.4999999999999999E-2,no,no,no,64,16,no,no,no,no,no,no,no,no,yes,no,no,4,no,no,no,no,no,no,no,no,0.5,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.5,0.03,yes,no,yes,no,no,no
LSS54,21,Lola_UK,NON-CLINICAL,NA,Pig,2011,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,no,no,no,no,yes,no,no,no,no,512,no,yes,no,yes,no,no,no,no,0.25,no,no,no,no,2,no,0.03,0.03,0.5,1,yes,no,yes,no,no,no
LSS55,14,Lola_UK,NON-CLINICAL,9,Pig,2011,32,128,256,128,4,yes,no,no,no,no,no,no,no,no,no,2,1.4999999999999999E-2,no,no,no,128,16,no,yes,yes,no,yes,no,no,yes,no,no,yes,32,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,2,no,0.03,2E-3,0.12,0.03,yes,no,no,no,no,no
LSS56,28,Lola_UK,UNKNOWN-SYS_DISEASE,7 (+3 partial),Pig,2011,0.03,4,0.5,1,2,no,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,32,16,no,no,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,32,no,no,yes,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
LSS57,9,Lola_UK,NON-CLINICAL,NA,Pig,2011,4,128,256,128,16,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,128,16,no,no,no,no,no,no,yes,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,yes,no,no,2,no,0.03,0.03,0.5,0.5,yes,yes,yes,no,no,yes
LSS58,9,Lola_UK,NON-CLINICAL,31,Pig,2011,0.03,8,1,8,32,no,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,32,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,2,no,0.03,0.06,1,0.06,yes,no,yes,no,no,no
LSS59,9,Lola_UK,NON-CLINICAL,10,Pig,2011,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,2,yes,yes,no,no,2,no,0.03,0.12,2,0.12,yes,yes,yes,no,no,no
LSS6,16,Lola_UK,UNKNOWN,(4 partial),Pig,2010,0.03,2,0.5,128,64,no,no,no,yes,no,no,no,no,no,yes,0.5,1,no,no,no,128,16,no,no,no,no,no,no,yes,no,no,no,no,512,no,no,no,yes,no,no,no,no,0.5,yes,no,no,no,1,no,2,0.25,4,2,yes,yes,no,yes,yes,yes
LSS60,9,Lola_UK,NON-CLINICAL,31,Pig,2011,0.03,4,1,1,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.25,yes,yes,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,yes,no,no,no,no,no
LSS61,25,Lola_UK,NON-CLINICAL,1/2,Pig,2011,0.03,2,0.5,0.06,0.25,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
LSS62,4,Lola_UK,NON-CLINICAL,2,Pig,2011,32,128,256,128,1,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,32,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
LSS63,4,Lola_UK,NON-CLINICAL,2,Pig,2011,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS64,21,Lola_UK,NON-CLINICAL,21,Pig,2011,32,128,256,128,4,yes,no,no,no,no,no,no,no,no,yes,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,4,yes,no,no,no,2,no,0.03,0.06,0.5,0.5,yes,no,yes,no,no,no
LSS65,9,Lola_UK,NON-CLINICAL,10,Pig,2011,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.5,yes,yes,no,no,2,no,0.03,0.06,1,0.25,no,yes,yes,no,no,no
LSS66,9,Lola_UK,UNKNOWN-SYS_DISEASE,9,Pig,2011,32,128,256,128,32,yes,no,no,no,no,no,no,no,no,yes,0.5,1,no,no,no,4,0.5,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,yes,no,no,no,8,yes,no,no,no,2,no,0.03,0.03,0.5,0.12,yes,no,yes,no,no,no
LSS67,5,Lola_UK,NON-CLINICAL,8,Pig,2011,0.03,4,1,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,4,yes,no,no,yes,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS68,5,Lola_UK,NON-CLINICAL,8,Pig,2011,1.4999999999999999E-2,4,1,1,1,no,no,no,no,no,no,no,no,no,no,8,1.4999999999999999E-2,no,no,no,1,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,4,yes,no,no,yes,2,no,0.03,8.0000000000000002E-3,0.12,0.12,no,no,no,no,no,no
LSS7,3,Lola_UK,UNKNOWN,NA,Pig,2010,0.03,2,0.5,1,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,yes,no,no,64,16,no,no,no,yes,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.12,yes,no,no,no,2,no,0.03,0.03,0.25,0.06,no,yes,no,no,yes,yes
LSS70,5,Lola_UK,NON-CLINICAL,9,Pig,2011,1.4999999999999999E-2,4,2,1,2,no,no,no,no,no,no,no,no,no,no,0.25,1.4999999999999999E-2,no,no,no,64,16,no,yes,no,no,no,no,no,no,yes,no,no,16,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,2,no,0.03,8.0000000000000002E-3,0.12,0.03,no,no,no,no,no,no
LSS71,25,Lola_UK,NON-CLINICAL,1/2,Pig,2011,0.03,4,0.5,0.25,2,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,64,8,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
LSS72,26,Lola_UK,NON-CLINICAL,1 and 3 ,Pig,2011,0.06,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,1.4999999999999999E-2,0.06,0.03,no,no,no,no,no,no
LSS73,1,Lola_UK,UNKNOWN-SYS_DISEASE,3,Pig,2011,2,4,1,2,2,no,no,no,no,no,no,no,no,no,no,0.25,0.5,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,no,no,no,no,no,no
LSS74,1,Lola_UK,UNKNOWN-SYS_DISEASE,3,Pig,2011,0.03,4,1,1,2,no,no,no,no,no,no,no,no,no,no,0.25,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,0.06,no,no,no,no,2,no,0.03,0.03,0.12,0.03,no,no,no,no,no,no
LSS75,9,Lola_UK,NON-CLINICAL,31,Pig,2011,32,128,256,128,2,yes,no,no,no,no,no,no,no,no,no,1,1,no,no,no,128,16,no,no,yes,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,4,yes,no,no,no,2,no,0.03,1.4999999999999999E-2,0.12,0.03,yes,no,no,no,no,no
LSS76,5,Lola_UK,NON-CLINICAL,8 (+2 partial),Pig,2011,0.03,4,1,1,1,no,no,no,no,no,no,no,no,no,no,0.5,1,no,no,no,2,0.12,no,no,no,no,no,no,no,no,no,no,no,16,no,no,no,no,no,no,no,no,1.4999999999999999E-2,no,no,no,no,2,no,0.03,0.03,0.25,0.03,no,no,no,no,no,no
LSS77,26,Lola_UK,NON-CLINICAL,1 and 4,Pig,2011,0.03,4,0.5,0.5,1,no,no,no,no,no,no,no,no,no,no,0.5,0.5,no,no,no,64,16,no,no,yes,no,no,no,no,no,no,no,no,8,no,no,no,no,no,no,no,no,0.03,no,no,no,no,1,no,0.03,8.0000000000000002E-3,0.06,0.03,no,no,no,no,no,no
